Proteins,GO-terms,Scores
O14793,GO:0014742,0.055279188
O14793,GO:0023052,0.055259127
O14793,GO:0060411,0.05514757
O14793,GO:0033500,0.05511325
O14793,GO:2000116,0.055073775
O14793,GO:0007610,0.0549814
O14793,GO:0002065,0.054976333
O14793,GO:0050890,0.054976247
O14793,GO:0043547,0.05495901
O14793,GO:2000243,0.05493412
O14793,GO:2000242,0.05485974
O14793,GO:0032387,0.054831702
O14793,GO:0016331,0.0548176
O14793,GO:0055082,0.054777026
O14793,GO:0030216,0.054766487
O14793,GO:0050804,0.054764908
O14793,GO:0035108,0.054723434
O14793,GO:0001819,0.054718405
O14793,GO:0050727,0.05470553
O14793,GO:0019827,0.05470282
O14793,GO:0051707,0.05461405
O14793,GO:0072657,0.054611243
O14793,GO:0050728,0.05456824
O14793,GO:1902107,0.05454907
O14793,GO:1901987,0.05452442
O14793,GO:1990823,0.054472107
O14793,GO:1904892,0.05444617
O14793,GO:0048565,0.054412913
O14793,GO:0031214,0.054391854
O14793,GO:1903362,0.054369055
O14793,GO:0015833,0.054356176
O14793,GO:0021953,0.054323416
O14793,GO:0051100,0.054321278
O14793,GO:0051048,0.05425167
O14793,GO:0009880,0.054187346
O14793,GO:0051445,0.054110743
O14793,GO:1902115,0.054043435
O14793,GO:0050732,0.053957887
O14793,GO:0003206,0.053938985
O14793,GO:0009913,0.05392508
O14793,GO:0007173,0.05386197
O14793,GO:0045776,0.053828795
O14793,GO:0009948,0.05368639
O14793,GO:0048844,0.053685408
O14793,GO:0003007,0.053680092
O14793,GO:1903829,0.053525746
O14793,GO:0002040,0.053431373
O14793,GO:0098771,0.053412933
O14793,GO:0051491,0.0534087
O14793,GO:0010565,0.05331121
O14793,GO:0060412,0.053310573
O14793,GO:0001707,0.05330441
O14793,GO:0060421,0.053288657
O14793,GO:0034698,0.053287514
O14793,GO:0061035,0.05327346
O14793,GO:0043154,0.053169034
O14793,GO:0061062,0.05315256
O14793,GO:0031331,0.053150922
O14793,GO:0002698,0.0530817
O14793,GO:2000352,0.052974723
O14793,GO:0045604,0.05296517
O14793,GO:0031330,0.052954454
O14793,GO:0030947,0.052931428
O14793,GO:0042593,0.05292805
O14793,GO:0015031,0.05292053
O14793,GO:0046621,0.052851748
O14793,GO:0048145,0.05279983
O14793,GO:0001843,0.05277278
O14793,GO:0062012,0.052767675
O14793,GO:0008544,0.05276034
O14793,GO:0048839,0.05270319
O14793,GO:0030326,0.052677006
O14793,GO:1900181,0.052640818
O14793,GO:0017015,0.05263246
O14793,GO:0033137,0.052605443
O14793,GO:0060828,0.0526053
O14793,GO:0010762,0.052579314
O14793,GO:2000117,0.052568085
O14793,GO:0008593,0.052473176
O14793,GO:1900026,0.052468337
O14793,GO:0010614,0.052454453
O14793,GO:0035137,0.052441437
O14793,GO:0045930,0.052422028
O14793,GO:0006940,0.052291375
O14793,GO:0048562,0.052279998
O14793,GO:0060348,0.05212148
O14793,GO:0007611,0.052097343
O14793,GO:0090276,0.052090574
O14793,GO:0031347,0.05202219
O14793,GO:0032091,0.05198461
O14793,GO:0060562,0.051955134
O14793,GO:0051052,0.051944394
O14793,GO:0007613,0.05191219
O14793,GO:0031952,0.05186513
O14793,GO:0090263,0.051812477
O14793,GO:0070527,0.051742863
O14793,GO:0051924,0.051677514
O14793,GO:0034394,0.051545948
O14793,GO:0033273,0.051526494
O14793,GO:0030036,0.051488124
O14793,GO:0090068,0.051414806
O14793,GO:0051149,0.051310163
O14793,GO:0046330,0.05124814
O14793,GO:0007498,0.0512461
O14793,GO:0002718,0.051008493
O14793,GO:2000060,0.050971676
O14793,GO:0019752,0.050943602
O14793,GO:0032535,0.050898146
O14793,GO:1903035,0.05079637
O14793,GO:0007606,0.0506962
O14793,GO:0009890,0.050644528
O14793,GO:0051656,0.050640315
O14793,GO:0050829,0.05062837
O14793,GO:0071214,0.050566815
O14793,GO:0097190,0.05051472
O14793,GO:0007444,0.05047081
O14793,GO:0043900,0.050455518
O14793,GO:0010469,0.050415523
O14793,GO:0009896,0.05039782
O14793,GO:0034645,0.05037696
O14793,GO:0098743,0.050347336
O14793,GO:0000226,0.050343882
O14793,GO:0032354,0.050311703
O14793,GO:1905332,0.050309926
O14793,GO:1903998,0.050296813
O14793,GO:0001952,0.050244726
O14793,GO:0046889,0.050188504
O14793,GO:0008156,0.050175864
O14793,GO:0046683,0.05011831
O14793,GO:0001954,0.050104667
O14793,GO:0045321,0.050051134
O14793,GO:0003254,0.050007176
O14793,GO:0007160,0.049889974
O14793,GO:0007399,0.049851235
O14793,GO:0007017,0.04981924
O14793,GO:0061045,0.049808547
O14793,GO:0008217,0.049802184
O14793,GO:0060688,0.049788207
O14793,GO:0071345,0.04969668
O14793,GO:0034104,0.049683087
O14793,GO:1903671,0.049678728
O14793,GO:0034103,0.049622823
O14793,GO:0072089,0.049608212
O14793,GO:0035113,0.04953857
O14793,GO:0071560,0.049526177
O14793,GO:0060191,0.049485527
O14793,GO:0009100,0.049483705
O14793,GO:0051216,0.04936227
O14793,GO:0032680,0.04933982
O14793,GO:0048592,0.049328998
O14793,GO:0008219,0.049221843
O14793,GO:0009416,0.049206402
O14793,GO:0008585,0.04919189
O14793,GO:0009612,0.049140893
O14793,GO:0045646,0.04911141
O14793,GO:1903052,0.049074866
O14793,GO:0042391,0.04904841
O14793,GO:0030512,0.048905034
O14793,GO:0048762,0.04880596
O14793,GO:0051649,0.048792094
O14793,GO:0042594,0.048719008
O14793,GO:0010959,0.048696093
O14793,GO:0120161,0.04863004
O14793,GO:0030099,0.04859021
O14793,GO:0001937,0.04849633
O14793,GO:2000050,0.048484374
O14793,GO:0090596,0.048432905
O14793,GO:0046329,0.048408896
O14793,GO:0043062,0.048386853
O14793,GO:0104004,0.048333067
O14793,GO:0072164,0.048312463
O14793,GO:0070303,0.048198678
O14793,GO:0060041,0.0481899
O14793,GO:0002697,0.048143197
O14793,GO:0009791,0.048085358
O14793,GO:1903555,0.048082646
O14793,GO:1903844,0.048061065
O14793,GO:1903707,0.048029687
O14793,GO:0045638,0.04802911
O14793,GO:0032868,0.047976926
O14793,GO:1901991,0.047945805
O14793,GO:0043200,0.04790859
O14793,GO:0000578,0.04785965
O14793,GO:0007219,0.047793392
O14793,GO:0048661,0.047725566
O14793,GO:2000134,0.04770599
O14793,GO:1903510,0.0475719
O14793,GO:2000826,0.047565736
O14793,GO:0043010,0.047533877
O14793,GO:0048580,0.047524936
O14793,GO:0071333,0.04746615
O14793,GO:0001649,0.04740926
O14793,GO:0045619,0.04738563
O14793,GO:0051147,0.047331445
O14793,GO:0048666,0.047321923
O14793,GO:0019221,0.047273453
O14793,GO:0046850,0.047199465
O14793,GO:0000165,0.047180686
O14793,GO:0010893,0.047137454
O14793,GO:0034109,0.04704049
O14793,GO:0010812,0.047031425
O14793,GO:0055065,0.047021177
O14793,GO:1901617,0.04698556
O14793,GO:0055080,0.04696285
O14793,GO:0071542,0.046948858
O14793,GO:0009952,0.04694848
O14793,GO:0050810,0.046947338
O14793,GO:0098542,0.046893712
O14793,GO:1901360,0.046853088
O14793,GO:0035303,0.04683658
O14793,GO:0045823,0.046829633
O14793,GO:0046425,0.046822775
O14793,GO:1902850,0.04680162
O14793,GO:0061136,0.046784323
O14793,GO:1900407,0.04678107
O14793,GO:0006875,0.0467803
O14793,GO:0051293,0.04675033
O14793,GO:0023014,0.04674809
O14793,GO:0022008,0.046743628
O14793,GO:0030198,0.04670564
O14793,GO:0048872,0.046580862
O14793,GO:0008277,0.04654635
O14793,GO:1901652,0.046533752
O14793,GO:0022404,0.046514563
O14793,GO:0071331,0.046469122
O14793,GO:0071364,0.046422265
O14793,GO:1901184,0.046417333
O14793,GO:0018193,0.04632067
O14793,GO:0051668,0.046316333
O14793,GO:0045933,0.046275787
O14793,GO:1902882,0.046245933
O14793,GO:0051653,0.04616155
O14793,GO:0050927,0.0461427
O14793,GO:0045184,0.046117775
O14793,GO:0030282,0.046091657
O14793,GO:0032873,0.046079896
O14793,GO:0090316,0.045966387
O14793,GO:0010799,0.045953073
O14793,GO:0002164,0.045899197
O14793,GO:0044319,0.04587302
O14793,GO:0007187,0.04584031
O14793,GO:0050922,0.045752794
O14793,GO:0030003,0.04573135
O14793,GO:0044272,0.04564922
O14793,GO:0098801,0.045639895
O14793,GO:0034605,0.045638736
O14793,GO:1902806,0.045629323
O14793,GO:0002792,0.045609046
O14793,GO:0007186,0.045607395
O14793,GO:0001657,0.045570012
O14793,GO:0045648,0.045562338
O14793,GO:0071559,0.045511793
O14793,GO:0035162,0.045497634
O14793,GO:0048864,0.045487873
O14793,GO:0030879,0.04545093
O14793,GO:0012501,0.04540616
O14793,GO:0055074,0.04539048
O14793,GO:0045862,0.04536024
O14793,GO:0001837,0.045278132
O14793,GO:0031327,0.04526716
O14793,GO:1905475,0.045218967
O14793,GO:0043269,0.045130033
O14793,GO:2000278,0.045092143
O14793,GO:0036314,0.045090176
O14793,GO:0043902,0.04505948
O14793,GO:0044770,0.045046423
O14793,GO:2001239,0.045043375
O14793,GO:1905879,0.045040704
O14793,GO:0007517,0.045021165
O14793,GO:0006022,0.045005642
O14793,GO:0010517,0.044988908
O14793,GO:0045600,0.04496981
O14793,GO:0017145,0.044951558
O14793,GO:0030203,0.04491323
O14793,GO:0006954,0.04489539
O14793,GO:0046885,0.04486314
O14793,GO:0009799,0.04481869
O14793,GO:0006936,0.04481267
O14793,GO:0070727,0.044776488
O14793,GO:0006873,0.04476045
O14793,GO:0110111,0.044677004
O14793,GO:0051640,0.044620726
O14793,GO:0051339,0.044617217
O14793,GO:0071248,0.04460324
O14793,GO:0042692,0.04453337
O14793,GO:0007005,0.044456832
O14793,GO:0051783,0.044423323
O14793,GO:1903036,0.044409662
O14793,GO:0007049,0.044402603
O14793,GO:0034613,0.04440187
O14793,GO:0051153,0.044395134
O14793,GO:0032092,0.044348
O14793,GO:0002521,0.04433163
O14793,GO:0006470,0.044320505
O14793,GO:0033627,0.044096928
O14793,GO:1903201,0.044093467
O14793,GO:0051155,0.044090267
O14793,GO:0071241,0.044027563
O14793,GO:0050866,0.044015832
O14793,GO:1903828,0.043950208
O14793,GO:0007369,0.043946486
O14793,GO:0071322,0.04394429
O14793,GO:0045940,0.043922827
O14793,GO:0016049,0.043825727
O14793,GO:0040018,0.043800868
O14793,GO:0010803,0.043760724
O14793,GO:0021983,0.04372516
O14793,GO:0007015,0.043702193
O14793,GO:0002244,0.043679766
O14793,GO:0070723,0.043659937
O14793,GO:0007297,0.04360407
O14793,GO:0061448,0.04358273
O14793,GO:0072507,0.043559637
O14793,GO:0009267,0.04354722
O14793,GO:0060563,0.043532092
O14793,GO:1903531,0.043473326
O14793,GO:1903053,0.04343697
O14793,GO:0051785,0.043409288
O14793,GO:0042445,0.043397404
O14793,GO:0071692,0.043376684
O14793,GO:0048588,0.043363065
O14793,GO:0009409,0.043362338
O14793,GO:0043123,0.04331073
O14793,GO:0050673,0.043309584
O14793,GO:0071326,0.04328122
O14793,GO:1900182,0.043254927
O14793,GO:0010558,0.04320099
O14793,GO:0044843,0.04319572
O14793,GO:0010822,0.043189898
O14793,GO:0060071,0.043149207
O14793,GO:0007569,0.043106887
O14793,GO:0008366,0.043095317
O14793,GO:0042755,0.043000855
O14793,GO:0001678,0.04292606
O14793,GO:0071375,0.042899583
O14793,GO:0022405,0.04289252
O14793,GO:0046907,0.042868108
O14793,GO:0051294,0.042858317
O14793,GO:0032350,0.04285768
O14793,GO:0050772,0.042839557
O14793,GO:0048701,0.04281759
O14793,GO:0046697,0.042783044
O14793,GO:0016192,0.042751726
O14793,GO:1902883,0.042745702
O14793,GO:0008306,0.04274145
O14793,GO:0006874,0.042733878
O14793,GO:0030073,0.042712547
O14793,GO:0051235,0.04262945
O14793,GO:0010453,0.042610794
O14793,GO:0048771,0.042569526
O14793,GO:0031669,0.042543285
O14793,GO:0062013,0.042534795
O14793,GO:0048705,0.04250797
O14793,GO:1901362,0.04244307
O14793,GO:0000082,0.042430557
O14793,GO:0007272,0.042429026
O14793,GO:1900408,0.04242199
O14793,GO:0098742,0.042419188
O14793,GO:0003179,0.042320833
O14793,GO:0032715,0.042298026
O14793,GO:0007188,0.04228356
O14793,GO:0007612,0.042201504
O14793,GO:1903202,0.042181328
O14793,GO:2000736,0.04214933
O14793,GO:0006979,0.042093255
O14793,GO:0010212,0.04207435
O14793,GO:0019218,0.04203734
O14793,GO:1901800,0.04200117
O14793,GO:0097659,0.041983686
O14793,GO:0010948,0.041964993
O14793,GO:0046824,0.041907318
O14793,GO:0042659,0.041899852
O14793,GO:0010800,0.041870363
O14793,GO:2000106,0.04186794
O14793,GO:0032677,0.04182773
O14793,GO:0051055,0.04179948
O14793,GO:0007176,0.041794263
O14793,GO:0035116,0.041740086
O14793,GO:0015893,0.04171096
O14793,GO:1903845,0.041683506
O14793,GO:0042058,0.04168242
O14793,GO:1901137,0.04167602
O14793,GO:0035306,0.041640915
O14793,GO:0070849,0.041620918
O14793,GO:1903364,0.04161244
O14793,GO:0071371,0.04160633
O14793,GO:0043279,0.04157165
O14793,GO:0034641,0.041562937
O14793,GO:0071229,0.041447207
O14793,GO:0040001,0.041434206
O14793,GO:2000113,0.04143407
O14793,GO:0051092,0.04135125
O14793,GO:0008589,0.041344035
O14793,GO:0046649,0.04130992
O14793,GO:0031397,0.041263126
O14793,GO:0051963,0.041253496
O14793,GO:0046888,0.041237187
O14793,GO:0006351,0.041184194
O14793,GO:0032330,0.041177984
O14793,GO:0006725,0.041158702
O14793,GO:0006915,0.041088022
O14793,GO:0001942,0.041087855
O14793,GO:0051881,0.041026648
O14793,GO:0032436,0.040927984
O14793,GO:0090277,0.040898636
O14793,GO:0045740,0.04087027
O14793,GO:0032675,0.04078452
O14793,GO:0042542,0.040775005
O14793,GO:0050795,0.040684022
O14793,GO:1901186,0.040681
O14793,GO:0014075,0.040678184
O14793,GO:0060537,0.040659867
O14793,GO:0009855,0.040642373
O14793,GO:1900274,0.040561948
O14793,GO:0007589,0.04055694
O14793,GO:0010171,0.040549472
O14793,GO:1904029,0.040508464
O14793,GO:1901615,0.04050711
O14793,GO:0007368,0.040446647
O14793,GO:0070570,0.040424604
O14793,GO:0033628,0.040420823
O14793,GO:0010518,0.040410005
O14793,GO:0022409,0.040369652
O14793,GO:0000079,0.040348154
O14793,GO:0070373,0.040326707
O14793,GO:0043113,0.04028914
O14793,GO:0007292,0.040284038
O14793,GO:0051606,0.04025661
O14793,GO:0051965,0.04023768
O14793,GO:0002250,0.040200137
O14793,GO:0010828,0.040181674
O14793,GO:0071634,0.040130623
O14793,GO:0032388,0.040096525
O14793,GO:0045124,0.04004135
O14793,GO:0070542,0.039985392
O14793,GO:0010863,0.039967787
O14793,GO:0035592,0.039945733
O14793,GO:1903321,0.039910704
O14793,GO:0097191,0.03990046
O14793,GO:0007416,0.03987202
O14793,GO:0007202,0.039847646
O14793,GO:0007411,0.039822616
O14793,GO:0045185,0.03976305
O14793,GO:0051258,0.039756887
O14793,GO:0042059,0.03973662
O14793,GO:0002762,0.039734848
O14793,GO:0043271,0.039729588
O14793,GO:0044764,0.039711926
O14793,GO:1901992,0.039660327
O14793,GO:0071478,0.039659157
O14793,GO:0009950,0.03965902
O14793,GO:0048103,0.039653093
O14793,GO:0090278,0.03961632
O14793,GO:0030030,0.03961591
O14793,GO:0002066,0.039613355
O14793,GO:0032869,0.03954231
O14793,GO:0055081,0.039503075
O14793,GO:0009755,0.03941662
O14793,GO:0072503,0.03939985
O14793,GO:0030199,0.039393537
O14793,GO:0002695,0.039262038
O14793,GO:0005975,0.03925868
O14793,GO:0045598,0.039253373
O14793,GO:0071772,0.039245926
O14793,GO:0002119,0.039212566
O14793,GO:0001501,0.039202414
O14793,GO:1901216,0.03919707
O14793,GO:0032434,0.03917318
O14793,GO:0007632,0.039125748
O14793,GO:0042552,0.039079938
O14793,GO:0010921,0.039054185
O14793,GO:2000179,0.039031547
O14793,GO:0001890,0.039021708
O14793,GO:0031644,0.039014705
O14793,GO:0034329,0.03900563
O14793,GO:0030857,0.03899494
O14793,GO:0050807,0.038976684
O14793,GO:0045840,0.038976427
O14793,GO:0044772,0.03895318
O14793,GO:0050865,0.03893305
O14793,GO:0042634,0.038883094
O14793,GO:0050864,0.03886604
O14793,GO:0055090,0.03880138
O14793,GO:0045934,0.0387979
O14793,GO:0055026,0.038758393
O14793,GO:0032148,0.03875171
O14793,GO:0097485,0.03873745
O14793,GO:0097366,0.0386571
O14793,GO:0010823,0.03859578
O14793,GO:0035019,0.03853956
O14793,GO:0001659,0.038532056
O14793,GO:0090102,0.038417142
O14793,GO:0048048,0.038387064
O14793,GO:0072175,0.03838121
O14793,GO:1902622,0.038356718
O14793,GO:1902106,0.03835662
O14793,GO:0007088,0.038259815
O14793,GO:0051494,0.038238566
O14793,GO:0000278,0.038235035
O14793,GO:0007605,0.038197454
O14793,GO:0035265,0.0381972
O14793,GO:0007548,0.038166177
O14793,GO:0031016,0.038133554
O14793,GO:0061351,0.038109433
O14793,GO:0043901,0.03810749
O14793,GO:0031279,0.038103234
O14793,GO:0030072,0.038090818
O14793,GO:0008542,0.038075686
O14793,GO:0045732,0.038070906
O14793,GO:0010574,0.03806359
O14793,GO:0006508,0.038033053
O14793,GO:0032774,0.03802832
O14793,GO:0061098,0.038022462
O14793,GO:0042509,0.037977617
O14793,GO:0060317,0.03795252
O14793,GO:0002790,0.037951935
O14793,GO:0014706,0.03792754
O14793,GO:0006886,0.037867837
O14793,GO:1902904,0.037819378
O14793,GO:0090184,0.037789777
O14793,GO:0006805,0.037748728
O14793,GO:0010719,0.03774013
O14793,GO:0000132,0.037733804
O14793,GO:0090303,0.037696913
O14793,GO:0051588,0.037689082
O14793,GO:0090304,0.037673254
O14793,GO:2001243,0.03764532
O14793,GO:0010001,0.03760727
O14793,GO:0051480,0.037583724
O14793,GO:0050768,0.037470605
O14793,GO:1900027,0.037467398
O14793,GO:0050817,0.037389386
O14793,GO:0051253,0.037338167
O14793,GO:0007204,0.037328005
O14793,GO:0090329,0.03731386
O14793,GO:0051446,0.037268333
O14793,GO:0001708,0.03726611
O14793,GO:0019932,0.037264362
O14793,GO:0051961,0.037235834
O14793,GO:0009056,0.037193377
O14793,GO:0051385,0.03714878
O14793,GO:0071277,0.037128754
O14793,GO:0008543,0.03710399
O14793,GO:0071773,0.037078492
O14793,GO:2001238,0.037025046
O14793,GO:0099120,0.037001032
O14793,GO:0070328,0.036888283
O14793,GO:0002067,0.036846023
O14793,GO:1901989,0.036825206
O14793,GO:0034764,0.036816888
O14793,GO:2001039,0.036750548
O14793,GO:0046326,0.036729243
O14793,GO:0006024,0.03672858
O14793,GO:0042304,0.03671889
O14793,GO:2001025,0.03671062
O14793,GO:0060612,0.03670376
O14793,GO:0007596,0.036684457
O14793,GO:0120036,0.036671855
O14793,GO:0007422,0.036633007
O14793,GO:1902807,0.0366114
O14793,GO:0000003,0.03656384
O14793,GO:0060326,0.03651098
O14793,GO:0070663,0.036510233
O14793,GO:0050709,0.036495555
O14793,GO:0009306,0.036484502
O14793,GO:0006811,0.036446605
O14793,GO:0045923,0.03638826
O14793,GO:0045577,0.03633327
O14793,GO:0044248,0.036309004
O14793,GO:2000377,0.036297463
O14793,GO:0042481,0.036296524
O14793,GO:0009566,0.03621463
O14793,GO:0016311,0.036130764
O14793,GO:0031349,0.036094524
O14793,GO:0006665,0.036086623
O14793,GO:0007599,0.036033694
O14793,GO:0042307,0.035986297
O14793,GO:0010827,0.03594684
O14793,GO:0002526,0.035944413
O14793,GO:0051101,0.03592942
O14793,GO:0051591,0.035900254
O14793,GO:0030901,0.035889566
O14793,GO:0070555,0.03582105
O14793,GO:0033143,0.035807155
O14793,GO:0061061,0.035730567
O14793,GO:0046486,0.035709597
O14793,GO:0021766,0.035673942
O14793,GO:0017144,0.035666205
O14793,GO:0046928,0.035662904
O14793,GO:0019438,0.035618864
O14793,GO:0051447,0.035608593
O14793,GO:0120163,0.035588622
O14793,GO:1901988,0.035507046
O14793,GO:0060349,0.03545106
O14793,GO:0007163,0.035448607
O14793,GO:0055022,0.035441156
O14793,GO:0007631,0.03543204
O14793,GO:0016485,0.035429332
O14793,GO:0021700,0.035406597
O14793,GO:0048286,0.03534906
O14793,GO:0061117,0.035334773
O14793,GO:1903846,0.035308164
O14793,GO:0010507,0.035288688
O14793,GO:0018958,0.03528384
O14793,GO:0002694,0.035265315
O14793,GO:0008356,0.035249688
O14793,GO:0010259,0.03520698
O14793,GO:0030514,0.035196904
O14793,GO:0060976,0.035195775
O14793,GO:0006631,0.035105847
O14793,GO:0031646,0.035099294
O14793,GO:0060193,0.035086688
O14793,GO:0010922,0.035051968
O14793,GO:0045742,0.035034757
O14793,GO:1900006,0.035023276
O14793,GO:0090090,0.03497528
O14793,GO:0043525,0.0349722
O14793,GO:0090140,0.0349623
O14793,GO:0055083,0.034891844
O14793,GO:0007264,0.034882642
O14793,GO:2000379,0.034811057
O14793,GO:0046676,0.03480745
O14793,GO:0051952,0.034780204
O14793,GO:0032787,0.034773022
O14793,GO:1901185,0.034770343
O14793,GO:0055085,0.034752045
O14793,GO:0034762,0.034738146
O14793,GO:0006023,0.034673516
O14793,GO:0006643,0.034664463
O14793,GO:0009057,0.034617215
O14793,GO:0033144,0.034593806
O14793,GO:0071695,0.034592308
O14793,GO:0031954,0.034581076
O14793,GO:0050778,0.034570135
O14793,GO:0043506,0.034517214
O14793,GO:0042177,0.034496885
O14793,GO:1900745,0.034492534
O14793,GO:0048010,0.034483723
O14793,GO:1903205,0.034459442
O14793,GO:0042698,0.034400932
O14793,GO:0016241,0.03439484
O14793,GO:2001021,0.03437439
O14793,GO:0030902,0.034354083
O14793,GO:1903507,0.034337305
O14793,GO:0043542,0.034329705
O14793,GO:1902679,0.034306787
O14793,GO:0045087,0.034285117
O14793,GO:0008361,0.034255113
O14793,GO:0050869,0.034253158
O14793,GO:0002573,0.034243517
O14793,GO:0010952,0.03423227
O14793,GO:0051651,0.034225583
O14793,GO:0051249,0.034160476
O14793,GO:0035136,0.0341586
O14793,GO:0001953,0.034132395
O14793,GO:0010575,0.03411854
O14793,GO:0061099,0.034080107
O14793,GO:0042110,0.034029394
O14793,GO:0043270,0.03401061
O14793,GO:1903055,0.033965774
O14793,GO:0002237,0.03394877
O14793,GO:0010389,0.033944823
O14793,GO:0045428,0.03393986
O14793,GO:0002062,0.03393769
O14793,GO:0006664,0.03385345
O14793,GO:1902895,0.033800464
O14793,GO:0000302,0.033780366
O14793,GO:0030511,0.033770613
O14793,GO:0032006,0.033759307
O14793,GO:0002437,0.033731878
O14793,GO:0033081,0.033725645
O14793,GO:1903426,0.03371996
O14793,GO:0034110,0.03371272
O14793,GO:0051604,0.03369345
O14793,GO:0010894,0.033691596
O14793,GO:0051703,0.033659883
O14793,GO:0048581,0.033658803
O14793,GO:0090022,0.03360616
O14793,GO:0045580,0.03359442
O14793,GO:0048704,0.03358112
O14793,GO:0060359,0.033579197
O14793,GO:0070925,0.03357507
O14793,GO:0031175,0.033537313
O14793,GO:0051054,0.033498343
O14793,GO:1903046,0.033445444
O14793,GO:1902369,0.033444144
O14793,GO:0040028,0.03343249
O14793,GO:0030178,0.03340625
O14793,GO:0048858,0.033396985
O14793,GO:0048812,0.033390533
O14793,GO:0055114,0.033346884
O14793,GO:0070665,0.033311818
O14793,GO:0045621,0.033290375
O14793,GO:0010506,0.033256505
O14793,GO:0050796,0.03325457
O14793,GO:0014013,0.033233058
O14793,GO:0120039,0.033217244
O14793,GO:0032990,0.03320063
O14793,GO:0045833,0.0331854
O14793,GO:0035112,0.0331731
O14793,GO:0030325,0.03313659
O14793,GO:0051250,0.033117246
O14793,GO:0018209,0.03309422
O14793,GO:0043388,0.033093788
O14793,GO:2000177,0.0330715
O14793,GO:0045892,0.03306785
O14793,GO:0046324,0.03306315
O14793,GO:2000108,0.033031814
O14793,GO:0120162,0.032996647
O14793,GO:1904894,0.03294755
O14793,GO:0050808,0.032940347
O14793,GO:0006650,0.03292554
O14793,GO:0034260,0.03291715
O14793,GO:0034612,0.03288818
O14793,GO:0045939,0.03286055
O14793,GO:0001755,0.03283965
O14793,GO:1901653,0.032838948
O14793,GO:0006644,0.032808803
O14793,GO:0019882,0.032798477
O14793,GO:0050806,0.032787286
O14793,GO:0044088,0.032726508
O14793,GO:0120033,0.032725185
O14793,GO:2000273,0.032710772
O14793,GO:0035307,0.03264594
O14793,GO:0060485,0.032634087
O14793,GO:1903318,0.032619577
O14793,GO:0014911,0.03258621
O14793,GO:0097164,0.03258316
O14793,GO:0007164,0.032580707
O14793,GO:1900047,0.032559227
O14793,GO:0008360,0.032538112
O14793,GO:2001024,0.032512553
O14793,GO:0042733,0.032510396
O14793,GO:0034446,0.032509584
O14793,GO:0032925,0.032470837
O14793,GO:1904591,0.03244445
O14793,GO:0007528,0.03240012
O14793,GO:0098657,0.032318417
O14793,GO:1905209,0.03224076
O14793,GO:1905562,0.032228395
O14793,GO:2001235,0.032219514
O14793,GO:0032465,0.032194294
O14793,GO:1905953,0.032194287
O14793,GO:0010971,0.032182656
O14793,GO:1902893,0.032174967
O14793,GO:0001975,0.032112323
O14793,GO:0045761,0.032091506
O14793,GO:0045601,0.032068957
O14793,GO:0006909,0.032058008
O14793,GO:0070098,0.032049604
O14793,GO:0048167,0.032042615
O14793,GO:0007229,0.032000296
O14793,GO:0006836,0.03199234
O14793,GO:0006939,0.031972766
O14793,GO:0045684,0.03190567
O14793,GO:1905207,0.031899475
O14793,GO:0001838,0.03189609
O14793,GO:0001894,0.031871535
O14793,GO:0090025,0.031863403
O14793,GO:0044344,0.031861234
O14793,GO:0017157,0.031855837
O14793,GO:0034599,0.03184363
O14793,GO:0048806,0.03182588
O14793,GO:0010660,0.031824946
O14793,GO:0007595,0.03179761
O14793,GO:0007608,0.031788874
O14793,GO:0010955,0.031780876
O14793,GO:0019884,0.031761438
O14793,GO:0072347,0.03176088
O14793,GO:0048469,0.031748056
O14793,GO:0030195,0.031721175
O14793,GO:0002831,0.031709727
O14793,GO:0030595,0.031664934
O14793,GO:2001056,0.03164809
O14793,GO:0010608,0.03164265
O14793,GO:0043954,0.031640712
O14793,GO:0090398,0.031639505
O14793,GO:0044283,0.031602178
O14793,GO:0010042,0.031596117
O14793,GO:0050954,0.031584673
O14793,GO:0032507,0.03147191
O14793,GO:0051926,0.031461596
O14793,GO:1901575,0.03142639
O14793,GO:0019233,0.031413626
O14793,GO:0033688,0.03135936
O14793,GO:0050819,0.031305615
O14793,GO:1903792,0.031299137
O14793,GO:1904375,0.03128906
O14793,GO:0006897,0.031272594
O14793,GO:0032088,0.031271502
O14793,GO:2001242,0.03125208
O14793,GO:0042472,0.031248355
O14793,GO:0045745,0.031224972
O14793,GO:1901222,0.031179076
O14793,GO:0021549,0.031171381
O14793,GO:0003281,0.031168565
O14793,GO:0007519,0.031142106
O14793,GO:0042310,0.03111207
O14793,GO:1902230,0.031109786
O14793,GO:1903038,0.031068664
O14793,GO:0050996,0.031065324
O14793,GO:0035051,0.031057721
O14793,GO:0034220,0.0310554
O14793,GO:1902373,0.030951817
O14793,GO:0046189,0.03095152
O14793,GO:1904037,0.030949384
O14793,GO:0006457,0.030909445
O14793,GO:0010447,0.030896371
O14793,GO:0048477,0.030836642
O14793,GO:0002052,0.030828467
O14793,GO:0009620,0.030816326
O14793,GO:0008654,0.030789956
O14793,GO:0001947,0.030762846
O14793,GO:0045921,0.030762762
O14793,GO:2000104,0.03075946
O14793,GO:0010662,0.03074449
O14793,GO:0002833,0.030717472
O14793,GO:0001974,0.03068532
O14793,GO:0030279,0.030667286
O14793,GO:0006029,0.030654524
O14793,GO:0051145,0.03061296
O14793,GO:0009268,0.030606112
